"name","number","start_year","end_year","supplier","latitude","longitude","elevation"
"LOCK (TERRE)","18081","1907","2002","Bureau of Meteorology","-33.5399","135.4759","58.0"
"THISTLE ISLAND","18082","1936","1963","Bureau of Meteorology","-35.01","136.1767","21.0"
"WUDINNA AERO","18083","1999","","Bureau of Meteorology","-33.043","135.4519","86.4"
"LOCK (CALLAMONDAH)","18084","1929","","Bureau of Meteorology","-33.7857","135.8435","140.0"
"WHYALLA (TREGALANA)","18085","1930","2010","Bureau of Meteorology","-32.8774","137.5638","20.0"
"TUMBY BAY","18086","1906","","Bureau of Meteorology","-34.3756","136.1026","6.0"
"TUMBY BAY (HILLVIEW)","18087","1892","1999","Bureau of Meteorology","-34.3308","136.08","50.0"
"UNGARRA","18088","1909","","Bureau of Meteorology","-34.1806","136.049","98.0"
"WADDIKEE","18089","1927","","Bureau of Meteorology","-33.3173","136.2515","175.0"
"WARRAMBOO","18090","1924","","Bureau of Meteorology","-33.2421","135.5978","89.0"
"TUMBY BAY (WARRATTA VALE)","18091","1876","","Bureau of Meteorology","-34.2603","136.2106","45.0"
"PORT LINCOLN (WHITE FLAT)","18092","1903","","Bureau of Meteorology","-34.499","135.8676","119.0"
"BUTLER (ANONA)","18093","1909","2004","Bureau of Meteorology","-34.1216","136.2421","68.0"
"WIRRULLA","18094","1922","","Bureau of Meteorology","-32.4035","134.5323","79.0"
"WUDINNA","18095","1927","","Bureau of Meteorology","-33.046","135.4601","85.0"
"CLEVE (PINEVIEW)","18096","1938","","Bureau of Meteorology","-33.6824","136.6831","176.0"
"PORT KENNY (YANDRA)","18097","1891","2009","Bureau of Meteorology","-32.9614","134.5951","50.0"
"YANINEE","18098","1919","","Bureau of Meteorology","-32.9475","135.2754","87.0"
"YEELANNA","18099","1911","","Bureau of Meteorology","-34.1317","135.7301","95.0"
"KIMBA (YELTANA)","18100","1929","2003","Bureau of Meteorology","-32.8633","136.4346","345.0"
"KOONGAWA (RETAWON)","18101","1951","","Bureau of Meteorology","-33.172","135.9117","192.0"
"WHYALLA DAIRY","18102","1948","1955","Bureau of Meteorology","-32.99","137.5767","20.0"
"WHYALLA (NORRIE)","18103","1906","2001","Bureau of Meteorology","-33.0303","137.5328","13.1"
"YALLUNDA FLAT (MEETIGILLY)","18104","1911","","Bureau of Meteorology","-34.3494","135.8979","197.0"
"DENIAL BAY (NADIA)","18105","1897","1939","Bureau of Meteorology","-32.0819","133.4725","25.0"
"NULLARBOR","18106","1888","","Bureau of Meteorology","-31.4492","130.8976","64.0"
"PORT LINCOLN (WOOLGA)","18107","1891","","Bureau of Meteorology","-34.5911","135.7572","228.0"
"OOLDEA RAILWAY","18108","1918","1981","Bureau of Meteorology","-30.4592","131.6825","132.0"
"THE WEDGE","18109","1949","1962","Bureau of Meteorology","-35.1533","136.4667","20.0"
"COOK","18110","1918","","Bureau of Meteorology","-30.6143","130.4136","120.0"
"GAMBIER ISLAND GROUP (WEDGE ISLAND)","18111","1962","1969","Bureau of Meteorology","-35.1558","136.4667","20.0"
"BARTON","18112","1916","1989","Bureau of Meteorology","-30.5183","132.6533","150.3"
"WHARMINDA","18113","1913","","Bureau of Meteorology","-33.965","136.2472","63.0"
"MARALINGA","18114","1955","","Bureau of Meteorology","-30.1591","131.579","290.0"
"CLEVE AERODROME","18116","1963","","Bureau of Meteorology","-33.7081","136.5026","175.0"
"WHYALLA (MOOLA)","18117","1958","","Bureau of Meteorology","-33.1087","137.1737","170.0"
"HASLAM","18118","1928","","Bureau of Meteorology","-32.5073","134.2142","7.0"
"HASLAM 2","18119","1929","1967","Bureau of Meteorology","-32.52","134.2342","6.0"
"WHYALLA AERO","18120","1945","","Bureau of Meteorology","-33.0539","137.5205","6.5"
"BARNA","18121","1925","1940","Bureau of Meteorology","-33.1928","136.6336","265.0"
"BURKO","18122","1920","1934","Bureau of Meteorology","-32.9992","134.2517","5.0"
"BUTLER","18123","1905","1928","Bureau of Meteorology","-34.135","136.1383","135.0"
"CHINTULDA (ROBERTSVALE)","18124","1909","1933","Bureau of Meteorology","-31.9142","132.1658","80.0"
"CUNGENA","18125","1918","1993","Bureau of Meteorology","-32.5825","134.7089","85.0"
"FOUNTAIN FOREST RESERVE","18126","1891","1928","Bureau of Meteorology","-34.61","135.5906","60.0"
"GLYNN","18127","1903","1929","Bureau of Meteorology","-33.4333","137.0167","125.0"
"KARCULTABY","18128","1885","1911","Bureau of Meteorology","-32.7656","134.975","119.0"
"KERNILLA","18129","1904","1926","Bureau of Meteorology","-34.6283","135.84","75.0"
"MITCHELVILLE","18130","1902","1941","Bureau of Meteorology","-33.585","137.2183","15.0"
"MUDAMUCKLA","18131","1924","1949","Bureau of Meteorology","-32.1658","134.0083","45.0"
"MUNYEROO","18132","1916","1923","Bureau of Meteorology","-33.3617","137.3767","7.0"
"NUNONG","18133","1892","1939","Bureau of Meteorology","-31.965","133.0133","30.0"
"PENONG 2","18134","1913","1938","Bureau of Meteorology","-31.8933","132.895","50.0"
"PILE PUDLA","18135","1933","1944","Bureau of Meteorology","-32.95","136.4217","283.0"
"POONINDIE","18136","1865","1928","Bureau of Meteorology","-34.5833","135.8833","8.0"
"PORT LINCOLN (WESTMERE)","18137","1906","","Bureau of Meteorology","-34.8344","135.6975","90.0"
"WATCHANNIE","18138","1907","1927","Bureau of Meteorology","-33.5683","136.7336","330.0"
"POLDA (GUM VIEW)","18139","1966","2005","Bureau of Meteorology","-33.5085","135.2928","37.0"
"WHITE WELL","18140","1901","1947","Bureau of Meteorology","-31.4336","131.0017","60.0"
"WILTON (SHOAL VIEW)","18141","1903","1912","Bureau of Meteorology","-33.655","137.1717","7.0"
"YALATA","18142","1880","1927","Bureau of Meteorology","-31.9311","132.365","2.0"
"YELDULKNIE","18143","1916","1927","Bureau of Meteorology","-33.6933","136.5483","198.0"
"WANILLA","18144","1964","","Bureau of Meteorology","-34.5424","135.6997","129.0"
"IMMARNA","18145","1918","1981","Bureau of Meteorology","-30.5","132.1492","213.4"
"TAR 639 MILE","18146","1941","1968","Bureau of Meteorology","-30.7167","129.2","153.0"
"HUGHES","18147","1918","1971","Bureau of Meteorology","-30.7133","129.5117","144.0"
"WATSON","18148","1918","1967","Bureau of Meteorology","-30.4833","131.5167","111.6"
"WHARMINDA (GLEN HAZE)","18149","1966","1975","Bureau of Meteorology","-33.855","136.1694","117.0"
"PORT KENNY","18150","1966","","Bureau of Meteorology","-33.1697","134.6917","5.0"
"CHILLAMURRA","18151","1892","1904","Bureau of Meteorology","-34.7333","135.5444","28.0"
"CORNUBIA","18152","1908","1922","Bureau of Meteorology","-34.0203","136.3567","49.0"
"IRON KNOB (CORUNNA)","18153","1884","1899","Bureau of Meteorology","-32.6858","137.1208","195.0"
"COURTABIE","18154","1892","1898","Bureau of Meteorology","-33.2067","134.855","18.0"
"LAKE WANGARY","18155","1885","1911","Bureau of Meteorology","-34.5517","135.4933","17.0"
"LILYDALE (COOYERDOO)","18156","1908","1928","Bureau of Meteorology","-32.8583","137.0861","177.0"
"UNO (GAWLER RANGES)","18157","1881","1891","Bureau of Meteorology","-32.6417","136.69","210.0"
"NANWOORA","18158","1892","1903","Bureau of Meteorology","-31.3917","131.6183","120.0"
"WANGARALEEDNIE","18159","1882","1915","Bureau of Meteorology","-33.6833","136.6183","225.0"
"YADNARIE","18160","1884","1895","Bureau of Meteorology","-33.7167","136.4175","143.0"
"YALATA COMMUNITY","18161","1968","","Bureau of Meteorology","-31.4813","131.8387","70.0"
"COURELA (LINDARNOE)","18162","1967","","Bureau of Meteorology","-32.5423","134.3852","42.0"
"NUNDROO (COORABIE)","18163","1968","2010","Bureau of Meteorology","-31.9027","132.2988","7.0"
"MURDINGA (MUNGALA)","18164","1969","","Bureau of Meteorology","-33.6993","135.9238","98.0"
"LOCK (TERRAH WINDS)","18165","1969","","Bureau of Meteorology","-33.5733","135.602","81.0"
"WIRRULLA (PIMBENA)","18166","1969","","Bureau of Meteorology","-32.2797","134.473","95.0"
"WUDINNA (LOOKOUT)","18167","1969","","Bureau of Meteorology","-33.0981","135.3531","80.0"
"MIDGEE ROCKS","18168","1969","1972","Bureau of Meteorology","-33.4228","137.1517","171.0"
"WIRRULLA (KANKAPPIE)","18169","1969","1978","Bureau of Meteorology","-32.3903","134.6983","145.0"
"KYANCUTTA (KYANBRAE)","18170","1969","","Bureau of Meteorology","-33.1396","135.726","94.0"
"MOUNT HOPE (FAIRVIEW)","18171","1969","","Bureau of Meteorology","-34.1361","135.3319","60.0"
"BUCKLEBOO (HI-VIEW)","18172","1969","","Bureau of Meteorology","-32.921","135.9996","250.0"
"MANGALO","18173","1999","","Bureau of Meteorology","-33.5684","136.6473","295.0"
"RUDALL (SWAFFPRO)","18174","1969","","Bureau of Meteorology","-33.7234","136.1511","98.0"
"BUTLER (MOODY VALE)","18175","1969","","Bureau of Meteorology","-34.0386","136.0107","112.0"
"COWELL (WINTER SPRINGS)","18176","1969","","Bureau of Meteorology","-33.3416","136.7518","281.0"
"KIMBA (MELALEUCA)","18177","1969","","Bureau of Meteorology","-33.075","136.0919","153.0"
"WANILLA FOREST","18178","1970","1993","Bureau of Meteorology","-34.5967","135.645","80.0"
"WANILLA SECTION 126","18179","1971","1987","Bureau of Meteorology","-34.5433","135.7008","115.0"
"MILTALIE POST OFFICE","18180","1927","1956","Bureau of Meteorology","-33.55","136.8417","230.0"
"PORT LINCOLN (TOD RIVER)","18181","1968","1997","Bureau of Meteorology","-34.4906","135.8511","95.0"
"CEDUNA (UWORRA)","18182","1973","","Bureau of Meteorology","-31.9661","133.3316","77.0"
"WIRRULLA (TARANAKI)","18183","1973","1996","Bureau of Meteorology","-32.4175","134.6758","107.0"
"CLEVE (NINGANA)","18184","1973","","Bureau of Meteorology","-33.6125","136.3722","281.0"
"CALCA POST OFFICE","18185","1973","1973","Bureau of Meteorology","-33.03","134.3617","3.0"
"SIAM","18186","1907","","Bureau of Meteorology","-32.5534","136.7123","177.0"
"KIMBA (CHURINGA)","18187","1981","2004","Bureau of Meteorology","-32.9587","136.4891","280.0"
"COFFIN BAY","18188","1984","","Bureau of Meteorology","-34.6253","135.4725","12.0"
"ELLISTON (LAMBING STATION)","18189","1986","","Bureau of Meteorology","-33.7516","135.1863","39.0"
"BUCKLEBOO (KARINYA)","18190","1987","","Bureau of Meteorology","-32.9004","136.1858","235.0"
"COULTA (COLES POINT)","18191","1991","","Bureau of Meteorology","-34.3749","135.3741","28.0"
"NORTH SHIELDS (PORT LINCOLN AWS)","18192","1992","","Bureau of Meteorology","-34.5993","135.8784","8.5"
"KIMBA (CORTLINYE)","18193","1925","","Bureau of Meteorology","-33.0267","136.3171","299.0"
"KYANCUTTA (KEVENDALE)","18194","1995","2003","Bureau of Meteorology","-33.2775","135.8486","145.0"
"MINNIPA PIRSA","18195","1996","","Bureau of Meteorology","-32.8427","135.1515","165.0"
"CUMMINS (TUMBY BAY ROAD)","18196","1995","2008","Bureau of Meteorology","-34.261","135.731","65.0"
"WIRRULLA (GAWLER VIEW)","18197","1997","2010","Bureau of Meteorology","-32.3885","134.6994","145.0"
"CLEVE (HEGGATON)","18198","1999","","Bureau of Meteorology","-33.4138","136.5989","340.0"
"NUNDROO (CHINTULDA WELL)","18199","2004","","Bureau of Meteorology","-31.8832","132.1555","65.0"
"PORT AUGUSTA AERO","18201","2001","","Bureau of Meteorology","-32.5073","137.7169","14.0"
"MITCHELLVILLE (ESSENDEE)","18202","2000","2009","Bureau of Meteorology","-33.611","137.0951","20.0"
"TUMBY BAY (YADNARIE)","18203","1949","","Bureau of Meteorology","-34.3438","136.047","57.0"
"ELLISTON (THREE LAKES)","18204","2001","","Bureau of Meteorology","-33.5879","134.8859","8.0"
"PORT LINCOLN SOUTH","18205","2004","","Bureau of Meteorology","-34.7386","135.8697","2.0"
"CEDUNA AMO 127MM PLUVIO","18206","2004","2009","Bureau of Meteorology","-32.1297","133.6974","15.3"
"CEDUNA (THEVENARD NTC AWS)","18207","1992","","Bureau of Meteorology","-32.149","133.6416","5.0"
"KYANCUTTA (BILLABOWIE)","18208","2005","","Bureau of Meteorology","-33.231","135.4095","60.0"
"OAKDALE","18209","2005","","Bureau of Meteorology","-33.8189","135.4857","35.0"
"MINNIPA (MOONLIGHT FLAT)","18210","2005","","Bureau of Meteorology","-33.0203","135.0442","83.0"
"MINNIPA (WISTILLERE)","18211","2005","","Bureau of Meteorology","-32.9392","135.078","88.0"
"WUDINNA (EMROO)","18212","2005","2005","Bureau of Meteorology","-33.2183","135.2591","71.0"
"ELLISTON (OAKLANDS)","18213","2005","","Bureau of Meteorology","-33.7412","135.0804","9.0"
"KIMBA (BOTENELLA HILLS)","18214","2006","","Bureau of Meteorology","-32.9232","136.4778","301.0"
"MARALINGA (DOBO EAST)","18215","2006","2012","Bureau of Meteorology","-30.0245","131.9287","248.0"
"CLEVE (BENMATAR)","18216","2006","2007","Bureau of Meteorology","-33.7627","136.3846","82.0"
"CUMMINS AERO","18217","2007","","Bureau of Meteorology","-34.2524","135.7135","60.1"
"CEDUNA (NUNONG)","18218","2007","","Bureau of Meteorology","-32.1133","133.2045","54.0"
"PUNTABIE (EAGLE VIEW)","18219","2008","","Bureau of Meteorology","-32.2548","134.1251","56.0"
"CEDUNA (THEVENARD ABSLMA COMPARISION)","18220","2007","2013","Bureau of Meteorology","-32.149","133.6416","5.0"
"WHYALLA (MOUNT YOUNG)","18221","2009","","Bureau of Meteorology","-33.0972","137.487","30.0"
"YELLABINNA REGIONAL RESERVE (JACINTH-AM","18222","2009","","Bureau of Meteorology","-30.8874","132.2001","125.0"
"CEDUNA OBSERVATORY","18223","2009","","Bureau of Meteorology","-31.8673","133.8094","152.0"
"PORT AUGUSTA WEST","18224","2010","","Bureau of Meteorology","-32.5013","137.7372","9.0"
"MARALINGA (DOBO)","18225","2012","","Bureau of Meteorology","-30.0164","131.8588","215.0"
"KIMBA (CORTLINYE EVAPORATION)","18226","1985","","Bureau of Meteorology","-33.0237","136.3111","295.0"
"IRON KNOB (PANDURRA)","18227","2013","","Bureau of Meteorology","-32.6271","137.4281","67.0"
"AMYTON (PINDA SECTION 63)","19000","1902","1955","Bureau of Meteorology","-32.6033","138.3519","331.0"
"APPILA","19001","1874","","Bureau of Meteorology","-33.0524","138.4277","369.0"
"QUORN (DEPOT FLAT)","19002","1886","","Bureau of Meteorology","-32.2507","137.9776","470.0"
"OLD BARATTA HOMESTEAD","19003","1882","1989","Bureau of Meteorology","-31.9767","139.105","275.0"
"BELTON (SHADOW VALE)","19004","1883","","Bureau of Meteorology","-32.2425","138.7105","485.0"
"ORROROO (BLACK ROCK)","19005","1877","","Bureau of Meteorology","-32.8247","138.6907","428.0"
"BOOLEROO CENTRE","19006","1883","","Bureau of Meteorology","-32.881","138.3515","403.0"
"BOOLEROO (WIMONT)","19007","1878","2006","Bureau of Meteorology","-32.7775","138.341","342.0"
"BRUCE","19008","1896","","Bureau of Meteorology","-32.4618","138.2004","242.0"
"CARRIETON","19009","1883","","Bureau of Meteorology","-32.4244","138.5304","435.0"
"CRADOCK","19010","1888","","Bureau of Meteorology","-32.0695","138.4948","405.0"
"MURRAY TOWN (DOUGHBOY CREEK)","19011","1883","2011","Bureau of Meteorology","-32.9211","138.2202","400.0"
"ORROROO (KYLMORN)","19012","1901","","Bureau of Meteorology","-32.7053","138.7796","428.0"
"CARRIETON (EURELIA)","19013","1882","","Bureau of Meteorology","-32.5373","138.5626","528.2"
"DAWSON (ANDA-VALE)","19014","1902","","Bureau of Meteorology","-32.8037","138.9218","460.0"
"CRADOCK (KANYAKA)","19015","1897","2001","Bureau of Meteorology","-32.1133","138.2833","250.0"
"HAMMOND","19016","1886","2006","Bureau of Meteorology","-32.5201","138.3149","314.0"
"HAWKER","19017","1882","","Bureau of Meteorology","-31.8846","138.435","315.0"
"HAWKER (HOLOWILIENA)","19018","1868","","Bureau of Meteorology","-31.8777","138.8372","495.0"
"HOOKINA","19019","1906","1956","Bureau of Meteorology","-31.7594","138.3303","193.0"
"HORSESHOE RANGES","19020","1886","1950","Bureau of Meteorology","-32.3333","138.3833","421.0"
"JOHNBURGH POST OFFICE","19021","1882","1966","Bureau of Meteorology","-32.4561","138.705","385.0"
"MAMBRAY CREEK","19022","1938","1967","Bureau of Meteorology","-32.8392","137.9822","53.0"
"MANNANARIE POST OFFICE","19023","1868","1974","Bureau of Meteorology","-33.0453","138.6178","505.0"
"MELROSE","19024","1861","","Bureau of Meteorology","-32.8294","138.1907","386.0"
"MORCHARD (THE ROCKS)","19025","1916","","Bureau of Meteorology","-32.7654","138.5055","510.0"
"MUNDALLIO","19026","1888","1953","Bureau of Meteorology","-32.4686","137.8817","92.0"
"NACKARA","19027","1904","1969","Bureau of Meteorology","-32.8","139.2333","436.0"
"PORT AUGUSTA (NACOONA)","19028","1940","1974","Bureau of Meteorology","-32.2411","137.8442","52.0"
"PORT AUGUSTA (NECTAR BROOK)","19029","1882","1953","Bureau of Meteorology","-32.6944","137.9594","92.0"
"QUORN (OLIVE GROVE)","19030","1880","","Bureau of Meteorology","-32.4683","138.0159","420.0"
"OODLA WIRRA","19031","1919","","Bureau of Meteorology","-32.8853","139.0602","508.0"
"ORROROO","19032","1868","","Bureau of Meteorology","-32.7335","138.6135","428.0"
"TEROWIE (PARNAROO SECT 50)","19033","1915","1979","Bureau of Meteorology","-33.0267","139.1014","465.0"
"PETERBOROUGH","19034","1881","","Bureau of Meteorology","-32.9737","138.8375","534.0"
"PORT AUGUSTA RAILWAY STATION","19035","1950","1991","Bureau of Meteorology","-32.4958","137.7642","6.0"
"PORT AUGUSTA POST OFFICE","19036","1860","1962","Bureau of Meteorology","-32.5","137.7667","5.0"
"PORT GERMEIN","19037","1882","","Bureau of Meteorology","-33.0216","138.0002","4.0"
"QUORN","19038","1881","","Bureau of Meteorology","-32.3538","138.0371","295.0"
"WILMINGTON (RANGE VUE)","19039","1906","1983","Bureau of Meteorology","-32.5419","138.1122","315.0"
"QUORN (ROUND HILL)","19040","1883","1972","Bureau of Meteorology","-32.3114","138.2564","265.0"
"PORT AUGUSTA (SALTIA)","19041","1893","1950","Bureau of Meteorology","-32.4608","137.9417","210.0"
"MELROSE (PARA GUMS)","19042","1889","","Bureau of Meteorology","-32.8454","138.2116","343.0"
"TARCOWIE","19043","1934","","Bureau of Meteorology","-32.9495","138.5174","504.0"
"PORT GERMEIN (TELOWIE)","19044","1879","1996","Bureau of Meteorology","-33.0617","138.055","12.0"
"UCOLTA POST OFFICE","19045","1906","1967","Bureau of Meteorology","-32.9508","138.965","535.0"
"HAWKER (WARCOWIE)","19046","1872","","Bureau of Meteorology","-31.775","138.6529","490.0"
"BOOLEROO CENTRE (WILLOWIE)","19047","1898","","Bureau of Meteorology","-32.6923","138.3247","316.0"
"WILMINGTON","19048","1879","","Bureau of Meteorology","-32.6521","138.1003","330.0"
"WILPENA HEAD STATION","19049","1903","1985","Bureau of Meteorology","-31.5167","138.6117","515.0"
"HAWKER (WILSON)","19050","1885","","Bureau of Meteorology","-31.9883","138.3424","345.0"
"WINNONOWIE RAILWAY SIDING","19051","1937","1978","Bureau of Meteorology","-32.6175","137.9083","44.0"
"WIRRABARA","19052","1877","","Bureau of Meteorology","-33.0338","138.2686","330.0"
"WIRRABARA FOREST","19053","1879","","Bureau of Meteorology","-33.0856","138.2119","380.0"
